Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Operating Profit,Sales Method
West Gear,1128299,1/24/2021,West,California,San Francisco,Men's Street Footwear,$51.00 ,241,$516 ,Online
West Gear,1197831,7/6/2021,West,Idaho,Boise,Women's Street Footwear,$46.00 ,241,$610 ,Online
Walmart,1197831,9/11/2020,South,Texas,Houston,Men's Street Footwear,$44.00 ,240,$528 ,Online
Kohl's,1189833,4/7/2021,West,California,Los Angeles,Men's Street Footwear,$43.00 ,240,$516 ,Online
Foot Locker,1185732,8/14/2020,Southeast,Florida,Miami,Women's Street Footwear,$32.00 ,240,$292 ,Online
Sports Direct,1197831,5/16/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,$51.00 ,240,$673 ,Online
Sports Direct,1197831,9/11/2021,South,Alabama,Birmingham,Women's Apparel,$56.00 ,240,"$1,075 ",Online
Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Men's Street Footwear,$83.00 ,240,$896 ,Online
West Gear,1128299,12/16/2021,South,Louisiana,New Orleans,Men's Street Footwear,$69.00 ,240,$861 ,Online
Foot Locker,1185732,7/5/2021,Southeast,South Carolina,Charleston,Men's Apparel,$64.00 ,240,$691 ,Online
Foot Locker,1185732,1/28/2020,Northeast,New York,New York,Women's Athletic Footwear,$31.00 ,240,$298 ,Outlet
Walmart,1197831,8/14/2020,South,Texas,Houston,Women's Street Footwear,$23.00 ,240,$204 ,Outlet
West Gear,1128299,1/16/2021,West,California,San Francisco,Men's Apparel,$44.00 ,240,$591 ,Outlet
Kohl's,1189833,3/13/2021,West,California,Los Angeles,Men's Street Footwear,$28.00 ,240,$309 ,Outlet
Kohl's,1189833,4/13/2021,West,California,Los Angeles,Men's Street Footwear,$32.00 ,240,$361 ,Outlet
Kohl's,1189833,4/27/2021,West,California,Los Angeles,Women's Street Footwear,$33.00 ,240,$364 ,Outlet
Sports Direct,1197831,9/27/2021,South,Texas,Dallas,Women's Apparel,$43.00 ,240,$619 ,Outlet
Sports Direct,1197831,4/4/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,$20.00 ,240,$211 ,Outlet
Sports Direct,1197831,4/10/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,$32.00 ,240,$361 ,Outlet
Sports Direct,1197831,10/6/2021,South,Alabama,Birmingham,Men's Street Footwear,$46.00 ,240,$618 ,Outlet
Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,$53.00 ,240,$534 ,Outlet
West Gear,1128299,6/24/2021,West,Oregon,Portland,Men's Street Footwear,$43.00 ,240,$392 ,Outlet
West Gear,1197831,5/5/2021,West,Idaho,Boise,Women's Apparel,$33.00 ,240,$436 ,Outlet
Foot Locker,1197831,12/4/2021,West,Idaho,Boise,Men's Street Footwear,$40.00 ,240,$432 ,Outlet
Foot Locker,1197831,12/4/2021,West,Idaho,Boise,Men's Athletic Footwear,$41.00 ,240,$453 ,Outlet
Foot Locker,1185732,2/3/2020,Northeast,New York,New York,Women's Athletic Footwear,$41.00 ,239,$480 ,Online
West Gear,1128299,7/1/2020,West,Washington,Seattle,Men's Street Footwear,$73.00 ,239,$698 ,Online
West Gear,1128299,8/17/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,$77.00 ,239,$939 ,Online
Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Women's Apparel,$37.00 ,239,$531 ,Online
West Gear,1128299,11/8/2020,West,California,San Francisco,Men's Athletic Footwear,$36.00 ,239,$215 ,Outlet
Sports Direct,1197831,10/18/2021,South,Texas,Dallas,Women's Street Footwear,$46.00 ,239,$484 ,Outlet
Sports Direct,1197831,8/8/2021,West,Idaho,Boise,Women's Apparel,$44.00 ,239,$641 ,Outlet
Foot Locker,1185732,1/30/2020,Northeast,New York,New York,Women's Apparel,$45.00 ,238,$375 ,Online
Foot Locker,1185732,2/5/2020,Northeast,New York,New York,Women's Apparel,$49.00 ,238,$431 ,Online
Walmart,1197831,8/18/2020,South,Texas,Houston,Men's Street Footwear,$39.00 ,238,$436 ,Online
Walmart,1197831,8/19/2020,South,Texas,Houston,Men's Athletic Footwear,$42.00 ,238,$450 ,Online
Walmart,1197831,8/24/2020,South,Texas,Houston,Men's Street Footwear,$37.00 ,238,$396 ,Online
Walmart,1197831,8/25/2020,South,Texas,Houston,Men's Athletic Footwear,$42.00 ,238,$460 ,Online
Walmart,1197831,10/26/2020,South,Texas,Houston,Men's Street Footwear,$41.00 ,238,$468 ,Online
Kohl's,1189833,4/25/2021,West,California,Los Angeles,Men's Street Footwear,$41.00 ,238,$498 ,Online
West Gear,1185732,9/8/2021,Northeast,New York,Albany,Men's Street Footwear,$50.00 ,238,$702 ,Online
Kohl's,1185732,2/12/2021,Northeast,New York,Albany,Men's Street Footwear,$37.00 ,238,$537 ,Online
Sports Direct,1185732,6/4/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,$46.00 ,238,$602 ,Online
Sports Direct,1197831,7/21/2020,Northeast,New York,New York,Women's Street Footwear,$27.00 ,238,$251 ,Outlet
Kohl's,1189833,5/24/2021,West,California,Los Angeles,Women's Apparel,$49.00 ,238,$280 ,Outlet
West Gear,1128299,2/13/2020,West,Nevada,Las Vegas,Men's Street Footwear,$44.00 ,238,$482 ,Outlet
Walmart,1128299,6/17/2021,Southeast,Florida,Orlando,Women's Street Footwear,$60.00 ,238,$471 ,Outlet
Walmart,1128299,7/16/2021,Southeast,Florida,Orlando,Women's Street Footwear,$72.00 ,238,$583 ,Outlet
Kohl's,1128299,12/25/2021,West,New Mexico,Albuquerque,Men's Street Footwear,$44.00 ,238,$440 ,Outlet
Foot Locker,1185732,5/16/2021,South,Mississippi,Jackson,Men's Street Footwear,$27.00 ,238,$270 ,Outlet
West Gear,1197831,12/19/2021,South,Arkansas,Little Rock,Men's Street Footwear,$55.00 ,238,$602 ,Outlet
West Gear,1197831,7/19/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,$43.00 ,238,$430 ,Outlet
Walmart,1185732,4/25/2020,Northeast,New York,New York,Men's Apparel,$64.00 ,236,$634 ,Online
Sports Direct,1197831,8/1/2020,South,Texas,Houston,Men's Athletic Footwear,$39.00 ,236,$414 ,Online
West Gear,1128299,1/30/2021,West,California,San Francisco,Men's Street Footwear,$51.00 ,236,$542 ,Online
West Gear,1128299,2/6/2021,West,California,San Francisco,Men's Athletic Footwear,$58.00 ,236,$342 ,Online
Sports Direct,1197831,4/14/2021,South,Tennessee,Knoxville,Women's Apparel,$49.00 ,236,$752 ,Online
Sports Direct,1197831,7/27/2020,South,Texas,Houston,Women's Street Footwear,$27.00 ,236,$261 ,Outlet
Sports Direct,1197831,8/24/2021,South,Texas,Dallas,Men's Athletic Footwear,$31.00 ,236,$293 ,Outlet
Sports Direct,1197831,10/3/2021,South,Texas,Dallas,Women's Apparel,$33.00 ,236,$459 ,Outlet
Sports Direct,1197831,10/15/2021,South,Texas,Dallas,Women's Apparel,$51.00 ,236,$734 ,Outlet
Walmart,1197831,6/21/2021,South,Arkansas,Little Rock,Men's Street Footwear,$28.00 ,236,$291 ,Outlet
Foot Locker,1185732,1/5/2020,Northeast,New York,New York,Men's Apparel,$55.00 ,234,$515 ,Online
Foot Locker,1185732,2/1/2020,Northeast,New York,New York,Men's Athletic Footwear,$47.00 ,234,$451 ,Online
Sports Direct,1197831,7/19/2020,Northeast,New York,New York,Men's Street Footwear,$24.00 ,234,$264 ,Online
Sports Direct,1197831,8/6/2020,South,Texas,Houston,Men's Street Footwear,$27.00 ,234,$303 ,Online
Walmart,1197831,9/7/2020,South,Texas,Houston,Women's Street Footwear,$46.00 ,234,$527 ,Online
Walmart,1197831,10/20/2020,South,Texas,Houston,Men's Street Footwear,$43.00 ,234,$493 ,Online
West Gear,1185732,2/10/2021,Southeast,Florida,Orlando,Men's Street Footwear,$44.00 ,234,$566 ,Online
West Gear,1128299,11/6/2020,West,California,San Francisco,Women's Apparel,$49.00 ,233,$285 ,Online
West Gear,1128299,1/16/2021,West,California,San Francisco,Men's Apparel,$64.00 ,233,$954 ,Online
West Gear,1128299,1/17/2021,West,California,San Francisco,Women's Apparel,$72.00 ,233,$487 ,Online
West Gear,1128299,2/13/2021,West,California,San Francisco,Women's Street Footwear,$52.00 ,233,$485 ,Online
Sports Direct,1197831,9/27/2021,South,Texas,Dallas,Women's Apparel,$56.00 ,233,$913 ,Online
Sports Direct,1197831,10/21/2021,South,Texas,Dallas,Women's Apparel,$65.00 ,233,"$1,000 ",Online
West Gear,1185732,9/9/2020,Southeast,Florida,Miami,Men's Apparel,$62.00 ,233,$708 ,Online
West Gear,1185732,9/14/2020,Southeast,Florida,Miami,Women's Athletic Footwear,$53.00 ,233,$531 ,Online
Foot Locker,1185732,9/20/2020,Southeast,Florida,Miami,Women's Athletic Footwear,$44.00 ,233,$410 ,Online
Sports Direct,1197831,4/21/2021,South,Tennessee,Knoxville,Men's Street Footwear,$41.00 ,233,$545 ,Online
Sports Direct,1197831,4/22/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,$54.00 ,233,$717 ,Online
Sports Direct,1197831,10/6/2021,South,Alabama,Birmingham,Men's Street Footwear,$56.00 ,233,$822 ,Online
Foot Locker,1128299,6/24/2021,Southeast,Virginia,Richmond,Men's Street Footwear,$53.00 ,233,$580 ,Online
West Gear,1128299,8/24/2021,West,Oregon,Portland,Men's Athletic Footwear,$76.00 ,233,$868 ,Online
Foot Locker,1197831,12/4/2021,West,Idaho,Boise,Men's Street Footwear,$54.00 ,233,$679 ,Online
Foot Locker,1185732,8/6/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,$44.00 ,233,$420 ,Online
Walmart,1197831,7/19/2021,South,Arkansas,Little Rock,Men's Street Footwear,$50.00 ,233,$583 ,Online
Walmart,1197831,9/16/2020,South,Texas,Houston,Women's Apparel,$43.00 ,233,$541 ,Outlet
West Gear,1128299,11/6/2020,West,California,San Francisco,Women's Apparel,$36.00 ,233,$176 ,Outlet
West Gear,1128299,1/1/2021,West,California,San Francisco,Men's Athletic Footwear,$51.00 ,233,$321 ,Outlet
Kohl's,1189833,4/21/2021,West,California,Los Angeles,Women's Street Footwear,$35.00 ,233,$343 ,Outlet
Sports Direct,1197831,9/4/2021,South,Texas,Dallas,Men's Street Footwear,$13.00 ,233,$115 ,Outlet
West Gear,1128299,2/7/2020,West,Nevada,Las Vegas,Men's Street Footwear,$48.00 ,233,$492 ,Outlet
Sports Direct,1197831,4/21/2021,South,Tennessee,Knoxville,Men's Street Footwear,$29.00 ,233,$345 ,Outlet
Sports Direct,1197831,9/1/2021,South,Alabama,Birmingham,Men's Athletic Footwear,$35.00 ,233,$383 ,Outlet
Sports Direct,1197831,9/12/2021,South,Alabama,Birmingham,Men's Street Footwear,$27.00 ,233,$346 ,Outlet
Sports Direct,1197831,9/13/2021,South,Alabama,Birmingham,Men's Athletic Footwear,$39.00 ,233,$491 ,Outlet
Foot Locker,1128299,6/24/2021,Southeast,Virginia,Richmond,Men's Street Footwear,$37.00 ,233,$319 ,Outlet
Sports Direct,1185732,1/19/2021,Southeast,Virginia,Richmond,Men's Street Footwear,$23.00 ,233,$279 ,Outlet
West Gear,1128299,12/23/2021,West,Oregon,Portland,Men's Athletic Footwear,$56.00 ,233,$522 ,Outlet
West Gear,1197831,6/4/2021,West,Idaho,Boise,Men's Street Footwear,$31.00 ,233,$274 ,Outlet
Foot Locker,1197831,8/8/2021,West,Idaho,Boise,Men's Street Footwear,$38.00 ,233,$372 ,Outlet
Walmart,1197831,8/20/2021,South,Arkansas,Little Rock,Men's Street Footwear,$43.00 ,233,$451 ,Outlet
Walmart,1197831,8/11/2020,South,Texas,Houston,Women's Apparel,$39.00 ,232,$552 ,Online
Walmart,1197831,8/20/2020,South,Texas,Houston,Women's Street Footwear,$37.00 ,232,$421 ,Online
Kohl's,1189833,5/14/2021,West,California,Los Angeles,Men's Athletic Footwear,$51.00 ,232,$426 ,Online
Sports Direct,1185732,9/15/2021,Midwest,Michigan,Detroit,Men's Street Footwear,$42.00 ,232,$614 ,Online
Foot Locker,1185732,9/5/2021,Southeast,South Carolina,Charleston,Women's Apparel,$52.00 ,232,$724 ,Online
Amazon,1185732,6/11/2021,Midwest,Ohio,Columbus,Men's Street Footwear,$49.00 ,232,$603 ,Online
Sports Direct,1197831,8/8/2020,South,Texas,Houston,Women's Street Footwear,$24.00 ,232,$206 ,Outlet
Kohl's,1189833,5/3/2021,West,California,Los Angeles,Women's Street Footwear,$34.00 ,232,$347 ,Outlet
Kohl's,1189833,5/30/2021,West,California,Los Angeles,Women's Apparel,$44.00 ,232,$255 ,Outlet
Sports Direct,1197831,9/28/2021,South,Texas,Dallas,Men's Street Footwear,$38.00 ,232,$406 ,Outlet
Sports Direct,1197831,4/26/2021,South,Tennessee,Knoxville,Women's Apparel,$40.00 ,232,$622 ,Outlet
Foot Locker,1197831,12/4/2021,West,Idaho,Boise,Women's Apparel,$47.00 ,232,$665 ,Outlet
Walmart,1185732,9/16/2021,South,Mississippi,Jackson,Men's Street Footwear,$40.00 ,232,$408 ,Outlet
Foot Locker,1185732,3/14/2020,Northeast,New York,New York,Men's Apparel,$58.00 ,231,$576 ,Online
Kohl's,1189833,5/19/2021,West,California,Los Angeles,Men's Street Footwear,$49.00 ,231,$566 ,Online
Sports Direct,1197831,9/16/2021,South,Texas,Dallas,Men's Street Footwear,$41.00 ,231,$492 ,Online
Sports Direct,1197831,10/17/2021,South,Texas,Dallas,Men's Athletic Footwear,$56.00 ,231,$673 ,Online
West Gear,1185732,9/19/2020,Southeast,Florida,Miami,Women's Street Footwear,$53.00 ,231,$453 ,Online
West Gear,1197831,6/4/2021,West,Idaho,Boise,Women's Apparel,$55.00 ,231,$775 ,Online
Foot Locker,1185732,8/6/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,$50.00 ,231,$462 ,Online
Sports Direct,1185732,1/6/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,$33.00 ,231,$381 ,Online
Sports Direct,1185732,6/4/2021,Southeast,North Carolina,Charlotte,Women's Apparel,$67.00 ,231,$929 ,Online
Sports Direct,1185732,8/3/2021,Southeast,North Carolina,Charlotte,Women's Apparel,$54.00 ,231,$798 ,Online
Amazon,1185732,2/11/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,$32.00 ,231,$370 ,Online
Amazon,1185732,3/9/2021,Midwest,Ohio,Columbus,Men's Street Footwear,$27.00 ,231,$324 ,Online
Amazon,1185732,12/9/2021,Midwest,Ohio,Columbus,Men's Street Footwear,$70.00 ,231,$809 ,Online
Sports Direct,1197831,7/30/2020,South,Texas,Houston,Women's Apparel,$26.00 ,231,$330 ,Outlet
West Gear,1128299,11/14/2020,West,California,San Francisco,Men's Athletic Footwear,$39.00 ,231,$207 ,Outlet
Kohl's,1189833,5/27/2021,West,California,Los Angeles,Women's Street Footwear,$39.00 ,231,$414 ,Outlet
Sports Direct,1197831,8/29/2021,South,Texas,Dallas,Men's Street Footwear,$13.00 ,231,$120 ,Outlet
Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Women's Street Footwear,$62.00 ,231,$473 ,Outlet
Walmart,1128299,11/17/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,$46.00 ,231,$340 ,Outlet
Foot Locker,1128299,6/24/2021,Southeast,Virginia,Richmond,Women's Apparel,$82.00 ,231,$701 ,Outlet
West Gear,1185732,12/10/2021,West,Utah,Salt Lake City,Men's Street Footwear,$29.00 ,231,$308 ,Outlet
West Gear,1128299,6/24/2021,West,Oregon,Portland,Women's Apparel,$74.00 ,231,$564 ,Outlet
Foot Locker,1185732,1/29/2020,Northeast,New York,New York,Men's Apparel,$59.00 ,230,$570 ,Online
Foot Locker,1185732,2/9/2020,Northeast,New York,New York,Women's Athletic Footwear,$46.00 ,230,$508 ,Online
West Gear,1128299,11/13/2020,West,California,San Francisco,Men's Street Footwear,$49.00 ,230,$507 ,Online
Foot Locker,1185732,8/8/2020,West,Washington,Seattle,Women's Street Footwear,$34.00 ,230,$305 ,Online
Walmart,1197831,10/23/2020,South,Texas,Houston,Women's Athletic Footwear,$36.00 ,230,$414 ,Outlet
Kohl's,1189833,5/5/2021,West,California,Los Angeles,Men's Apparel,$43.00 ,230,$613 ,Outlet
Sports Direct,1197831,8/17/2021,South,Texas,Dallas,Men's Street Footwear,$19.00 ,230,$140 ,Outlet
Sports Direct,1197831,9/5/2021,West,Idaho,Boise,Men's Street Footwear,$41.00 ,230,$434 ,Outlet
West Gear,1197831,8/20/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,$41.00 ,230,$396 ,Outlet
West Gear,1128299,12/25/2020,West,California,San Francisco,Men's Street Footwear,$56.00 ,228,$600 ,Online
Kohl's,1185732,7/10/2021,West,Wyoming,Cheyenne,Men's Street Footwear,$48.00 ,228,$700 ,Online
Sports Direct,1185732,12/5/2021,Southeast,South Carolina,Charleston,Women's Apparel,$68.00 ,228,$930 ,Online
Amazon,1185732,8/10/2021,Midwest,Ohio,Columbus,Men's Street Footwear,$61.00 ,228,$695 ,Online
Sports Direct,1197831,8/5/2020,South,Texas,Houston,Women's Apparel,$29.00 ,228,$364 ,Outlet
Walmart,1197831,9/3/2020,South,Texas,Houston,Men's Apparel,$35.00 ,228,$271 ,Outlet
West Gear,1128299,1/3/2021,West,California,San Francisco,Women's Athletic Footwear,$42.00 ,228,$402 ,Outlet
West Gear,1128299,2/9/2021,West,California,San Francisco,Men's Apparel,$51.00 ,228,$547 ,Outlet
Kohl's,1189833,3/20/2021,West,California,Los Angeles,Men's Athletic Footwear,$36.00 ,228,$230 ,Outlet
Kohl's,1189833,4/28/2021,West,California,Los Angeles,Women's Athletic Footwear,$29.00 ,228,$264 ,Outlet
Sports Direct,1197831,10/12/2021,South,Texas,Dallas,Women's Street Footwear,$51.00 ,228,$512 ,Outlet
Sports Direct,1197831,9/2/2021,South,Alabama,Birmingham,Women's Street Footwear,$35.00 ,228,$407 ,Outlet
West Gear,1185732,3/10/2021,West,Utah,Salt Lake City,Men's Street Footwear,$20.00 ,228,$196 ,Outlet
West Gear,1185732,5/12/2021,West,Utah,Salt Lake City,Men's Street Footwear,$27.00 ,228,$265 ,Outlet
West Gear,1185732,9/12/2021,West,Utah,Salt Lake City,Men's Street Footwear,$23.00 ,228,$236 ,Outlet
Walmart,1197831,5/19/2021,South,Arkansas,Little Rock,Men's Street Footwear,$26.00 ,228,$273 ,Outlet
Foot Locker,1185732,6/8/2021,Midwest,Illinois,Chicago,Women's Street Footwear,$35.00 ,225,"$2,756 ",Outlet
Foot Locker,1185732,6/14/2021,Midwest,Illinois,Chicago,Women's Street Footwear,$40.00 ,225,"$3,150 ",Outlet
Foot Locker,1185732,7/15/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,$40.00 ,225,"$3,600 ",Outlet
Foot Locker,1185732,10/24/2021,South,Texas,Dallas,Women's Street Footwear,$35.00 ,225,"$3,150 ",Outlet
Foot Locker,1185732,10/28/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,$35.00 ,225,"$3,544 ",In-store
Foot Locker,1185732,11/24/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,$40.00 ,225,"$2,700 ",Outlet
Foot Locker,1185732,11/30/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,$40.00 ,225,"$2,700 ",Outlet
Foot Locker,1185732,5/22/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,$35.00 ,225,"$2,756 ",Outlet
Foot Locker,1185732,5/23/2021,South,Tennessee,Knoxville,Women's Street Footwear,$25.00 ,225,"$1,969 ",Outlet
Foot Locker,1185732,5/26/2021,Midwest,Nebraska,Omaha,Women's Apparel,$35.00 ,225,"$3,938 ",Outlet
Foot Locker,1185732,6/28/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,$35.00 ,225,"$2,756 ",Outlet
Amazon,1185732,11/4/2021,Northeast,Maine,Portland,Women's Apparel,$40.00 ,225,"$3,600 ",Outlet
Foot Locker,1185732,4/18/2021,Midwest,Missouri,St. Louis,Men's Apparel,$40.00 ,225,"$3,150 ",In-store
Foot Locker,1185732,5/19/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,$30.00 ,225,"$2,700 ",In-store
Foot Locker,1185732,10/18/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,$25.00 ,225,"$2,250 ",In-store
Foot Locker,1185732,10/18/2021,Midwest,Missouri,St. Louis,Men's Apparel,$35.00 ,225,"$2,756 ",In-store
West Gear,1128299,5/18/2021,South,Louisiana,New Orleans,Men's Apparel,$40.00 ,225,"$4,050 ",In-store
Foot Locker,1128299,2/23/2021,West,Arizona,Phoenix,Women's Athletic Footwear,$40.00 ,225,"$3,150 ",Online
Amazon,1185732,6/22/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,$30.00 ,225,"$2,700 ",Online
Amazon,1185732,7/21/2021,Southeast,Kentucky,Louisville,Women's Athletic Footwear,$40.00 ,225,"$3,600 ",Online
Amazon,1185732,9/23/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,$35.00 ,225,"$3,150 ",Online
Walmart,1197831,4/20/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,$20.00 ,225,"$1,800 ",Online
West Gear,1197831,1/23/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,$20.00 ,225,"$1,800 ",Online
West Gear,1197831,4/20/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,$25.00 ,225,"$1,969 ",Online
West Gear,1197831,4/20/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,$15.00 ,225,"$1,350 ",Online
West Gear,1197831,5/19/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,$35.00 ,225,"$3,150 ",Online
West Gear,1197831,10/21/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,$20.00 ,225,"$1,800 ",Online
Kohl's,1197831,2/14/2021,Midwest,Kansas,Wichita,Men's Apparel,$35.00 ,225,"$2,756 ",Online
Kohl's,1197831,3/12/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,$20.00 ,225,"$1,575 ",Online
Kohl's,1197831,9/12/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,$15.00 ,225,"$1,181 ",Online
Kohl's,1197831,9/12/2021,Midwest,Kansas,Wichita,Men's Apparel,$25.00 ,225,"$1,969 ",Online
Foot Locker,1185732,2/12/2021,Midwest,Kansas,Wichita,Women's Street Footwear,$30.00 ,225,"$2,025 ",Online
Foot Locker,1185732,3/11/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,$30.00 ,225,"$2,025 ",Online
Foot Locker,1185732,3/11/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,$40.00 ,225,"$3,600 ",Online
Foot Locker,1185732,7/11/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,$40.00 ,225,"$2,700 ",Online
Foot Locker,1185732,8/12/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,$40.00 ,225,"$2,700 ",Online
Sports Direct,1185732,2/9/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,$25.00 ,225,"$1,688 ",Online
Sports Direct,1185732,3/8/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,$20.00 ,225,"$1,350 ",Online
Sports Direct,1185732,3/8/2021,Midwest,North Dakota,Fargo,Women's Apparel,$30.00 ,225,"$2,700 ",Online
Sports Direct,1185732,7/8/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,$40.00 ,225,"$2,700 ",In-store
Sports Direct,1185732,8/9/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,$40.00 ,225,"$2,700 ",In-store
Foot Locker,1185732,3/5/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,$10.00 ,225,$675 ,In-store
Foot Locker,1185732,5/7/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,$40.00 ,225,"$3,150 ",In-store
Foot Locker,1185732,7/5/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,$40.00 ,225,"$2,700 ",In-store
Foot Locker,1185732,8/6/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,$40.00 ,225,"$2,700 ",In-store
Foot Locker,1185732,9/7/2021,Midwest,Iowa,Des Moines,Women's Apparel,$40.00 ,225,"$3,600 ",In-store
West Gear,1185732,3/2/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,$10.00 ,225,$675 ,In-store
West Gear,1185732,3/2/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,$20.00 ,225,"$1,800 ",In-store
West Gear,1185732,7/2/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,$40.00 ,225,"$2,700 ",In-store
West Gear,1185732,8/3/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,$40.00 ,225,"$2,700 ",In-store
West Gear,1185732,10/3/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,$35.00 ,225,"$2,756 ",In-store
West Gear,1185732,11/3/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,$35.00 ,225,"$2,363 ",In-store
West Gear,1185732,3/9/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,$25.00 ,225,"$2,250 ",In-store
West Gear,1185732,5/11/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,$35.00 ,225,"$2,756 ",In-store
West Gear,1185732,8/10/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,$40.00 ,225,"$3,150 ",In-store
West Gear,1185732,9/11/2021,Midwest,Indiana,Indianapolis,Women's Apparel,$40.00 ,225,"$3,600 ",In-store
West Gear,1185732,3/16/2021,Northeast,West Virginia,Charleston,Men's Apparel,$40.00 ,225,"$3,600 ",In-store
West Gear,1185732,9/18/2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,$25.00 ,225,"$2,250 ",In-store
West Gear,1185732,9/18/2021,Northeast,West Virginia,Charleston,Men's Apparel,$35.00 ,225,"$3,150 ",In-store
Foot Locker,1185732,1/24/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,$35.00 ,225,"$2,756 ",In-store
Foot Locker,1185732,1/24/2021,Northeast,West Virginia,Charleston,Women's Street Footwear,$25.00 ,225,"$1,969 ",In-store
Foot Locker,1185732,1/24/2021,Northeast,West Virginia,Charleston,Women's Apparel,$35.00 ,225,"$2,363 ",In-store
West Gear,1185732,2/22/2021,Northeast,Maryland,Baltimore,Women's Apparel,$35.00 ,225,"$2,363 ",In-store
Foot Locker,1185732,2/15/2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,$40.00 ,225,"$3,150 ",In-store
Foot Locker,1185732,4/14/2021,Northeast,Delaware,Wilmington,Men's Athletic Footwear,$40.00 ,225,"$3,150 ",In-store
Foot Locker,1185732,4/14/2021,Northeast,Delaware,Wilmington,Women's Street Footwear,$30.00 ,225,"$2,700 ",In-store
Kohl's,1185732,2/8/2021,Northeast,Delaware,Wilmington,Women's Street Footwear,$25.00 ,225,"$2,250 ",In-store
Kohl's,1185732,3/6/2021,Northeast,New Jersey,Newark,Women's Street Footwear,$25.00 ,225,"$2,250 ",In-store
Kohl's,1185732,3/6/2021,Northeast,New Jersey,Newark,Women's Apparel,$35.00 ,225,"$3,150 ",In-store
Sports Direct,1185732,3/3/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,$40.00 ,225,"$3,600 ",In-store
Foot Locker,1185732,1/10/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,$35.00 ,225,"$2,756 ",In-store
Foot Locker,1185732,1/10/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,$25.00 ,225,"$2,250 ",In-store
